product_id,user_id,full_price,discount_percentage,discount_price,price_after_discount
B096MSW6CT,AHC7MPW55DOO6WNCOQVA2VHOD26A,1899.0,0.9,1700.0,199.0
B096MSW6CT,AFDI6FRPFBTNBG7BAEB7JDJSMKDQ,1899.0,0.9,1700.0,199.0
B096MSW6CT,AFQKCEEEKXCOHTDG4WUN3XPPHJQQ,1899.0,0.9,1700.0,199.0
B096MSW6CT,AHKUUFNMBZIDLSSPA4FEHIO2EC7Q,1899.0,0.9,1700.0,199.0
B08HDJ86NZ,AEWAZDZZJLQUYVOVGBEUKSLXHQ5A,699.0,0.53,370.0,329.0
B08HDJ86NZ,AG5HTSFRRE6NL3M5SGCUQBP7YSCA,699.0,0.53,370.0,329.0
B08HDJ86NZ,AH725ST5NW2Y4JZPKUNTIJCUK2BA,699.0,0.53,370.0,329.0
B08HDJ86NZ,AHV3TXIFCJPMS4D5JATCEUR266MQ,699.0,0.53,370.0,329.0
B08HDJ86NZ,AGWIGDEMFIIUAOXYY2QATNBSUGHA,699.0,0.53,370.0,329.0
B08HDJ86NZ,AFSTSLQUV4EVEXWKBOLEFHL2H5YQ,699.0,0.53,370.0,329.0
B08HDJ86NZ,AGAKDNBHY2FKX7I4ACRGILU7QL7A,699.0,0.53,370.0,329.0
B08HDJ86NZ,AFNWJUWJRHCC6HN52KMG5AKZY37Q,699.0,0.53,370.0,329.0
B08CF3B7N1,AE3Q6KSUK5P75D5HFYHCRAOLODSA,399.0,0.61,245.0,154.0
B08CF3B7N1,AFUGIFH5ZAFXRDSZHM4QB2KPKFUQ,399.0,0.61,245.0,154.0
B08CF3B7N1,AFK4NJOLFSJGWLOJIUIAROJF6YVA,399.0,0.61,245.0,154.0
B08CF3B7N1,AFUOTYRFUXVPEBGIXVZZ7DR3CZUA,399.0,0.61,245.0,154.0
B08CF3B7N1,AFDLRSXKDZ6U3U3KD46SQLFGZQRA,399.0,0.61,245.0,154.0
B08CF3B7N1,AH5VLM66SIK7J3IRG4NY7XVOQ55A,399.0,0.61,245.0,154.0
B08CF3B7N1,AE3MQNNHHLUHXURL5S7IAR7JTGNQ,399.0,0.61,245.0,154.0
B08CF3B7N1,AFSEOFZY67MYC7UAJU264Z5NFTLA,399.0,0.61,245.0,154.0
B08Y1TFSP6,AEQ2YMXSZWEOHK2EHTNLOS56YTZQ,1000.0,0.85,851.0,149.0
B08Y1TFSP6,AGRVINWECNY7323CWFXZYYIZOFTQ,1000.0,0.85,851.0,149.0
B08Y1TFSP6,AHBAT6VLOXWGYDL57KHCNCLPXAKA,1000.0,0.85,851.0,149.0
B08Y1TFSP6,AF7NDY2H6JVYTSQOZP76GCATQ34Q,1000.0,0.85,851.0,149.0
B08Y1TFSP6,AFV7ZA733ZLME4KNLZPMPCBUNPPA,1000.0,0.85,851.0,149.0
B08Y1TFSP6,AHFAAPSY2MJ5HYOU2VQDJ7AQY4NQ,1000.0,0.85,851.0,149.0
B08Y1TFSP6,AH2WGV2PEBUTICRPBEEVKF24G5LA,1000.0,0.85,851.0,149.0
B08Y1TFSP6,AEP4MK3EKOBDKTGPJTRN5RBDIODA,1000.0,0.85,851.0,149.0
B08WRWPM22,AG7C6DAADCTRQJG2BRS3RIKDT52Q,499.0,0.65,322.37,176.63
B08WRWPM22,AFU7BOMPVJ7Q3TTA4G67RASTGYIQ,499.0,0.65,322.37,176.63
B08WRWPM22,AER5ZGIXXVYG3AWZTRZT7M2BYCEA,499.0,0.65,322.37,176.63
B08WRWPM22,AHE76XQSOLGOP5ZEKTIW6KUPDWBQ,499.0,0.65,322.37,176.63
B08WRWPM22,AGXTMB2XHZBEWZ2UIX7ODZ4XTU6Q,499.0,0.65,322.37,176.63
B08WRWPM22,AHNM2XVU745EDPNGUOAG74PTSNRA,499.0,0.65,322.37,176.63
B08WRWPM22,AH5RWQ4S72IVLZD6O75OPCFIVDXQ,499.0,0.65,322.37,176.63
B08WRWPM22,AG322TYKVPLPBDXE7ABEUK5QTALQ,499.0,0.65,322.37,176.63
B08DDRGWTJ,AHW6E5LQ2BDYOIVLAJGDH45J5V5Q,299.0,0.23,70.0,229.0
B08DDRGWTJ,AF74RSGCHPZITVFSZN76K6GKPICA,299.0,0.23,70.0,229.0
B08DDRGWTJ,AHDD7ZNB47QA2JLYU53HD4ML3VNQ,299.0,0.23,70.0,229.0
B08DDRGWTJ,AHV3ELGDSOWBYUQLXSPDCSHBQRHQ,299.0,0.23,70.0,229.0
B08DDRGWTJ,AEJU4L3ZM2GTILSJZZSNSF6VUOIA,299.0,0.23,70.0,229.0
B08DDRGWTJ,AFVD66VQMSHPDT3A6HBBBGKRXBZA,299.0,0.23,70.0,229.0
B08DDRGWTJ,AELKHQXVSSG6NHXLFJLLNEFRQQUQ,299.0,0.23,70.0,229.0
B08DDRGWTJ,AGYSMAC6V6RFJJOHG2FIRPOZ6CSQ,299.0,0.23,70.0,229.0
B008IFXQFU,AGV3IEFANZCKECFGUM42MRH5FNOA,999.0,0.5,500.0,499.0
B008IFXQFU,AEBO7NWCNXKT4AESAN443HQH35FQ,999.0,0.5,500.0,499.0
B008IFXQFU,AE7GD3VRRYQEAHDR7FXJIR23INYA,999.0,0.5,500.0,499.0
B008IFXQFU,AHPAW24BI5X2GCX5M2LHI72VSJJQ,999.0,0.5,500.0,499.0
B008IFXQFU,AE2VXY4CFO36MDSIMPG43XHNF4GA,999.0,0.5,500.0,499.0
B008IFXQFU,AHHQEKUNVETALN7DTRHUQ2WAWEKQ,999.0,0.5,500.0,499.0
B008IFXQFU,AFMIFTNTUD5PIHGONWOTRMMZ5EBA,999.0,0.5,500.0,499.0
B008IFXQFU,AHOJBIZVVIIFJKRREY4B6ESVA4KA,999.0,0.5,500.0,499.0
B082LZGK39,AECPFYFQVRUWC3KGNLJIOREFP5LQ,299.0,0.33,100.0,199.0
B082LZGK39,AGYYVPDD7YG7FYNBXNGXZJT525AQ,299.0,0.33,100.0,199.0
B082LZGK39,AHONIZU3ICIEHQIGQ6R2VFRSBXOQ,299.0,0.33,100.0,199.0
B082LZGK39,AFPHD2CRPDZMWMBL7WXRSVYWS5JA,299.0,0.33,100.0,199.0
B082LZGK39,AEZ346GX3HJ4O4XNRPHCNHXQURMQ,299.0,0.33,100.0,199.0
B082LZGK39,AEPSWFPNECKO34PUC7I56ITGXR6Q,299.0,0.33,100.0,199.0
B082LZGK39,AHWVEHR5DYLVFTO2KF3IZATFQSWQ,299.0,0.33,100.0,199.0
B082LZGK39,AH4QT33M55677I7ISQOAKEQWACYQ,299.0,0.33,100.0,199.0
B08CF3D7QR,AGYLPKPZHVYKKZHOTHCTYVEDAJ4A,339.0,0.55,185.0,154.0
B08CF3D7QR,AGTTU64JMX722LYCN3SOWLFPKPAQ,339.0,0.55,185.0,154.0
B08CF3D7QR,AFWD4ZTM7473CDWARHCDQKK73MTA,339.0,0.55,185.0,154.0
B08CF3D7QR,AEXCQM3FDLX3YL3UJWWUIAIUJT4A,339.0,0.55,185.0,154.0
B08CF3D7QR,AHUKYUWRUVRTB3IQGISXWTSPAWLQ,339.0,0.55,185.0,154.0
B08CF3D7QR,AFWW4UEXAJH7EAB5LTMKMSGLUN2Q,339.0,0.55,185.0,154.0
B08CF3D7QR,AFM5JL37WY7G6MLQUI4WAXUJME7Q,339.0,0.55,185.0,154.0
B08CF3D7QR,AFECO24WYFOU2KL7C3DMHTEHRU7Q,339.0,0.55,185.0,154.0
B0789LZTCJ,AEWAZDZZJLQUYVOVGBEUKSLXHQ5A,799.0,0.63,500.0,299.0
B0789LZTCJ,AG5HTSFRRE6NL3M5SGCUQBP7YSCA,799.0,0.63,500.0,299.0
B0789LZTCJ,AH725ST5NW2Y4JZPKUNTIJCUK2BA,799.0,0.63,500.0,299.0
B0789LZTCJ,AHV3TXIFCJPMS4D5JATCEUR266MQ,799.0,0.63,500.0,299.0
B0789LZTCJ,AGWIGDEMFIIUAOXYY2QATNBSUGHA,799.0,0.63,500.0,299.0
B0789LZTCJ,AFSTSLQUV4EVEXWKBOLEFHL2H5YQ,799.0,0.63,500.0,299.0
B0789LZTCJ,AGAKDNBHY2FKX7I4ACRGILU7QL7A,799.0,0.63,500.0,299.0
B0789LZTCJ,AFNWJUWJRHCC6HN52KMG5AKZY37Q,799.0,0.63,500.0,299.0
B07KSMBL2H,AEYJ5I6JZZPOJB6MGWRQOHRQLPSQ,700.0,0.69,481.0,219.0
B07KSMBL2H,AFY5TVFOMVHGBPBTIJODYDQRZM5Q,700.0,0.69,481.0,219.0
B07KSMBL2H,AE3O6366WGEQAANKJ76QETTUQQTQ,700.0,0.69,481.0,219.0
B07KSMBL2H,AEQIJCPWSBCDKUO5VROXXHWX3PPA,700.0,0.69,481.0,219.0
B07KSMBL2H,AGVIAQK2HQ47P7UVXHW2NBAEU7YQ,700.0,0.69,481.0,219.0
B07KSMBL2H,AE3D5CJ2GDUP5SQ3AAYMVAGDTX7A,700.0,0.69,481.0,219.0
B07KSMBL2H,AH77IQRYD54XCRMCO7XEAIAYCLPA,700.0,0.69,481.0,219.0
B07KSMBL2H,AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ,700.0,0.69,481.0,219.0
B085DTN6R2,AGUAYQHARAKR2VZTRP276KAGETKQ,899.0,0.61,549.0,350.0
B085DTN6R2,AFKTST2773VUOKUHE7FCR6QCAURQ,899.0,0.61,549.0,350.0
B085DTN6R2,AEGLHOQOWUUUQEDV6EWXTSHIUE7A,899.0,0.61,549.0,350.0
B085DTN6R2,AEHQYGI5L4FFALBMC5XMT5KXSZCA,899.0,0.61,549.0,350.0
B085DTN6R2,AHJFXFGDAXEHIG2ZLUWVMZ3LWPBA,899.0,0.61,549.0,350.0
B085DTN6R2,AEP4CW3UI7AJ7XM7PAAKVCB6U3ZA,899.0,0.61,549.0,350.0
B085DTN6R2,AHIWCPCQ2Z4HWEM7V4HGTLVZQM6Q,899.0,0.61,549.0,350.0
B085DTN6R2,AHT4JDEYWRIQGCA2WAQJ6E2POHCQ,899.0,0.61,549.0,350.0
B09KLVMZ3B,AF2XXVO7JUBUVAOBTJ3MNH4DGUFQ,399.0,0.6,240.0,159.0
B09KLVMZ3B,AH6VDJLLPBXKCWXMLBKMBCQ2ESGA,399.0,0.6,240.0,159.0
B09KLVMZ3B,AE642RIGZIT2VPQJOLNUZ34QVWJQ,399.0,0.6,240.0,159.0
B09KLVMZ3B,AFLHNKQH5UQZU3ATISKSMRE2KEDQ,399.0,0.6,240.0,159.0
B09KLVMZ3B,AF2L4MCRCIDOOREQJN7QPQ4QBZCA,399.0,0.6,240.0,159.0
B09KLVMZ3B,AGKLZ4SUHAU47KJXDVHBBEWJODUA,399.0,0.6,240.0,159.0
B09KLVMZ3B,AHESCOYXLCXB56F4JO45X4CZQCYA,399.0,0.6,240.0,159.0
B09KLVMZ3B,AGGHDE6KFZHEDUDJBD5R27AYMEWA,399.0,0.6,240.0,159.0
B083342NKJ,AGSGSRTEZBQY64WO2HKQTV7TWFSA,399.0,0.13,50.0,349.0
B083342NKJ,AEYD5HVYAJ23CR6PTWOOIKUOIDHA,399.0,0.13,50.0,349.0
B083342NKJ,AFRMNW6TDHDZBP2UHF2K3MEAEYUA,399.0,0.13,50.0,349.0
B083342NKJ,AHICHCW6EC3BNV2IDAEAJPBG4HZQ,399.0,0.13,50.0,349.0
B083342NKJ,AGWFKE7RNP6EVC4JFLFSL76EEVVQ,399.0,0.13,50.0,349.0
B083342NKJ,AGEOQQHGNELZNEUKJAJUA7NTPBLA,399.0,0.13,50.0,349.0
B083342NKJ,AFS3QBSOMCE2FAZFUYZ3NBFQDLMQ,399.0,0.13,50.0,349.0
B083342NKJ,AGJYG6ZWCWD74WNE6Y37XZ2VUSMA,399.0,0.13,50.0,349.0
B0B6F7LX4C,AHEVOQADJSSRX7DS325HSFLMP7VQ,24999.0,0.44,11000.0,13999.0
B0B6F7LX4C,AG7XYZRCSKX6G2OLO7DVZWIZ3PUQ,24999.0,0.44,11000.0,13999.0
B0B6F7LX4C,AE2THTCCQLBIUSWPF4CPXC6GGP7Q,24999.0,0.44,11000.0,13999.0
B0B6F7LX4C,AHUJZOV34DFEN55QQ5XOYKVKHV6Q,24999.0,0.44,11000.0,13999.0
B0B6F7LX4C,AELX4DI77ZHURZTDLYFU7XMP7R6Q,24999.0,0.44,11000.0,13999.0
B0B6F7LX4C,AE2ODWBBOBD2SITDDIEJ644OSRFQ,24999.0,0.44,11000.0,13999.0
B0B6F7LX4C,AFLW4WXYQ3G6HU5LBQORDDZO3FOQ,24999.0,0.44,11000.0,13999.0
B0B6F7LX4C,AGGRC2P6M43GDEWCAHGYAILCSKTQ,24999.0,0.44,11000.0,13999.0
B082LSVT4B,AECPFYFQVRUWC3KGNLJIOREFP5LQ,399.0,0.38,150.0,249.0
B082LSVT4B,AGYYVPDD7YG7FYNBXNGXZJT525AQ,399.0,0.38,150.0,249.0
B082LSVT4B,AHONIZU3ICIEHQIGQ6R2VFRSBXOQ,399.0,0.38,150.0,249.0
B082LSVT4B,AFPHD2CRPDZMWMBL7WXRSVYWS5JA,399.0,0.38,150.0,249.0
B082LSVT4B,AEZ346GX3HJ4O4XNRPHCNHXQURMQ,399.0,0.38,150.0,249.0
B082LSVT4B,AEPSWFPNECKO34PUC7I56ITGXR6Q,399.0,0.38,150.0,249.0
B082LSVT4B,AHWVEHR5DYLVFTO2KF3IZATFQSWQ,399.0,0.38,150.0,249.0
B082LSVT4B,AH4QT33M55677I7ISQOAKEQWACYQ,399.0,0.38,150.0,249.0
B08WRBG3XW,AFB5KJR4Q5FICAHBOPDPUTB3O7QQ,499.0,0.6,300.0,199.0
B08WRBG3XW,AHW3QBHDOUMXODZ4EAMHD5JMDIDQ,499.0,0.6,300.0,199.0
B08WRBG3XW,AGXRGH7DLS3RVFS5KWU4PGR3H3GQ,499.0,0.6,300.0,199.0
B08WRBG3XW,AFLIHOX2HH7S2OJAD63UAHKMY34Q,499.0,0.6,300.0,199.0
B08WRBG3XW,AEHBE4U3HD6G2TMSHKE7TNZYOWCA,499.0,0.6,300.0,199.0
B08WRBG3XW,AFHKIURZM4R62UEXTOCZLI2FPQ6A,499.0,0.6,300.0,199.0
B08WRBG3XW,AEW6K4E5A4RUWRFFUDINQE5WWBSQ,499.0,0.6,300.0,199.0
B08WRBG3XW,AG4LMDCRAAKD4U2FZ6B6N75KTHXA,499.0,0.6,300.0,199.0
B08DPLCM6T,AHBNKB74LGTYUOKPAJBSKNFV45CA,21990.0,0.39,8500.0,13490.0
B08DPLCM6T,AFIECTV45ADX5YPTE2VU6ORRHTGQ,21990.0,0.39,8500.0,13490.0
B08DPLCM6T,AFDUJI7KG7VMZF4JGJHV4DBCA4OA,21990.0,0.39,8500.0,13490.0
B08DPLCM6T,AEUWKSX5ZL7DWOOYVDOWJKBHOVXA,21990.0,0.39,8500.0,13490.0
B08DPLCM6T,AHEJW5MYVFOQBEXD6BIUBB3PJBPQ,21990.0,0.39,8500.0,13490.0
B08DPLCM6T,AEM2Y22BKLFYL5BK7SC56Q75ODOQ,21990.0,0.39,8500.0,13490.0
B08DPLCM6T,AHWDVB4OO4S3YS5RYQZIDBNV6BUQ,21990.0,0.39,8500.0,13490.0
B08DPLCM6T,AFCEDQXVCB4LUUBWXRJS6KRU62FQ,21990.0,0.39,8500.0,13490.0
B09C6HXFC1,AFNYIBWKJLJQKY4BGK77ZOTVMORA,1799.0,0.46,829.0,970.0
B09C6HXFC1,AFCTNNMP2LZLY5466YJ5AY3JE5ZA,1799.0,0.46,829.0,970.0
B09C6HXFC1,AG3XBWOAL65DJSBHJ7LQ2K54HJKQ,1799.0,0.46,829.0,970.0
B09C6HXFC1,AF2ZFMLJS4UBCGZO4FMJTEPP6MHA,1799.0,0.46,829.0,970.0
B09C6HXFC1,AFBZMRHC4GXUU7KNAK4OBKORDF6Q,1799.0,0.46,829.0,970.0
B09C6HXFC1,AHSIQL276K7X2UP72QOOOWNVRSXA,1799.0,0.46,829.0,970.0
B09C6HXFC1,AF3D6X5NQWOBOEVVH2Y37N55AKZQ,1799.0,0.46,829.0,970.0
B09C6HXFC1,AFWOTSQXCQJLZ653Y7ACEZADKGYQ,1799.0,0.46,829.0,970.0
B085194JFL,AEO5FHWNOSFBT554DKQAG4ICBGFQ,499.0,0.44,220.0,279.0
B085194JFL,AGIQ5Y7Q4MKZ542KKVFZLAIZV6GQ,499.0,0.44,220.0,279.0
B085194JFL,AFD53TWXXCPJAYQJ7REZPW34AKKQ,499.0,0.44,220.0,279.0
B085194JFL,AHBMHE56M3IAD7Z4KXUKREAZX3WQ,499.0,0.44,220.0,279.0
B085194JFL,AFR4YULNFZZC5DJOWH2KNFAOM6BQ,499.0,0.44,220.0,279.0
B085194JFL,AEP5UMK4KDMGZGBHBLZDB2R37OMA,499.0,0.44,220.0,279.0
B085194JFL,AHLKQWAPXICPCSCIPIF6C6FOENOQ,499.0,0.44,220.0,279.0
B085194JFL,AHTBS46SCEBGWK4SUH3FOQEORR3Q,499.0,0.44,220.0,279.0
B09F6S8BT6,AHEVO4Q5NM4YXMG2HDDXC5XMBGRQ,22900.0,0.41,9410.0,13490.0
B09F6S8BT6,AFZPH7ZAWX5VDY3HOBNYRDGIDBVA,22900.0,0.41,9410.0,13490.0
B09F6S8BT6,AFURD6VVHRG4HZ36KXGXYUTVUDLA,22900.0,0.41,9410.0,13490.0
B09F6S8BT6,AHJF5BZJNDLXJXSW74ZPLHGO7GUA,22900.0,0.41,9410.0,13490.0
B09F6S8BT6,AFUS52CHEA75E2YGQ6SYGP3PKBGA,22900.0,0.41,9410.0,13490.0
B09F6S8BT6,AGS3YC22FW2PCSH3I7ODDXETZ6BA,22900.0,0.41,9410.0,13490.0
B09F6S8BT6,AGGI2H2AGOIX6IBDJRWULYUP5DPQ,22900.0,0.41,9410.0,13490.0
B09F6S8BT6,AG4TU4LCQXF2XTLMMGMFTNWL3OOA,22900.0,0.41,9410.0,13490.0
B09NHVCHS9,AHIKJUDTVJ4T6DV6IUGFYZ5LXMPA,199.0,0.7,140.0,59.0
B09NHVCHS9,AE55KTFVNXYFD5FPYWP2OUPEYNPQ,199.0,0.7,140.0,59.0
B09NHVCHS9,AEBWA5I4QFCA3P3OBEPMELBGN4GQ,199.0,0.7,140.0,59.0
B09NHVCHS9,AHMGAC6QM62UXNEOCZIHLHSXPP2Q,199.0,0.7,140.0,59.0
B09NHVCHS9,AFHROSCGIXUPV3FYQ7H5QOD46Q7Q,199.0,0.7,140.0,59.0
B09NHVCHS9,AEAMIR3CMSA32IDEINSJKHRNANTA,199.0,0.7,140.0,59.0
B09NHVCHS9,AF355FTXYAKFH5NYPRTE7SL3WO3Q,199.0,0.7,140.0,59.0
B09NHVCHS9,AG5DWPD54QGSLWJ6QUFERLPNAX4Q,199.0,0.7,140.0,59.0
B0B1YVCJ2Y,AFSMISGEYDYIP3Z42UTQU4AKOYZQ,19990.0,0.42,8491.0,11499.0
B0B1YVCJ2Y,AF5ILQY4KFDTO5XHHBJ42W5DXCZQ,19990.0,0.42,8491.0,11499.0
B0B1YVCJ2Y,AFBK3X6D3AHEHSYYXPL4L6JEMSLQ,19990.0,0.42,8491.0,11499.0
B0B1YVCJ2Y,AFNB6YVNGE6IT3AWQVSIG2TJ5L3Q,19990.0,0.42,8491.0,11499.0
B0B1YVCJ2Y,AGGKMIGXUM3JRNVY7HZ3JHPJ7WTQ,19990.0,0.42,8491.0,11499.0
B0B1YVCJ2Y,AFMECPERM2GI2XQJSBWEPZKODISQ,19990.0,0.42,8491.0,11499.0
B0B1YVCJ2Y,AETPKXNOTUEX5GH7WL7XQHDR5M7Q,19990.0,0.42,8491.0,11499.0
B0B1YVCJ2Y,AERFCJ6BOMVO5YW5XM5Z2ESOIK3A,19990.0,0.42,8491.0,11499.0
B01M4GGIVU,AGVUE2NFN2MQEOQ4PR525B2ZI5PQ,699.0,0.72,500.0,199.0
B01M4GGIVU,AFO4M4BQ2WS7A3LPKJY45B5C7DYQ,699.0,0.72,500.0,199.0
B01M4GGIVU,AG6CREU25N6P2H7RCHNIU6GGJ5BA,699.0,0.72,500.0,199.0
B01M4GGIVU,AHFITGJEF76CXALJZLYP6OIC4EOA,699.0,0.72,500.0,199.0
B01M4GGIVU,AG54MN24SX3EMMON4AMBUNL74K3Q,699.0,0.72,500.0,199.0
B01M4GGIVU,AF3GETWWBGMLASY2KKNNBS2VO6DQ,699.0,0.72,500.0,199.0
B01M4GGIVU,AHEIPXMFMVWHNPLGUXUIV5XNP2SA,699.0,0.72,500.0,199.0
B01M4GGIVU,AFWQRBBVJWYTYUFQHUJE63S6VXJQ,699.0,0.72,500.0,199.0
B08B42LWKN,AFUT7ANZTZYGLXU65EQ2D5OP6UMA,19999.0,0.25,5000.0,14999.0
B08B42LWKN,AGT7YYJVUC6ZHRKQHVUQZMDNLXEA,19999.0,0.25,5000.0,14999.0
B08B42LWKN,AE7OMK3IQJR2U2JZE2HQ4BKSPA6A,19999.0,0.25,5000.0,14999.0
B08B42LWKN,AGCRCU432TIF4J2EL7GBEWOIULGQ,19999.0,0.25,5000.0,14999.0
B08B42LWKN,AERQBL3BISJQVHO3RLOOA4HKZX5A,19999.0,0.25,5000.0,14999.0
B08B42LWKN,AHIWNZ2HBQAHVE4OWODM6WH4PMOQ,19999.0,0.25,5000.0,14999.0
B08B42LWKN,AH2347WTE3DZ3TIZUB5LCLZPAYEQ,19999.0,0.25,5000.0,14999.0
B08B42LWKN,AHIH3QL5XONYJWEXF7VKLFHZBDJA,19999.0,0.25,5000.0,14999.0
B094JNXNPV,AFYR53OTBUX2RNAKUZHUJ4RFJJNQ,399.0,0.25,100.0,299.0
B094JNXNPV,AHR735YWWYFTQI5VGEEYP3DZPB6Q,399.0,0.25,100.0,299.0
B094JNXNPV,AEO5NTPVZBDP7EHO2NOJ3Q6QPN3A,399.0,0.25,100.0,299.0
B094JNXNPV,AF7S5C6MJ7XPJ26E3U3Z5TIWHRMA,399.0,0.25,100.0,299.0
B094JNXNPV,AGY65IJP7XREWO3GUDT46474CYKA,399.0,0.25,100.0,299.0
B094JNXNPV,AE2E632GMYL5U2ESNXOX5UT5D34A,399.0,0.25,100.0,299.0
B094JNXNPV,AFHE44JRHYO42EGIWNM2GC75ZIJA,399.0,0.25,100.0,299.0
B094JNXNPV,AEMJJHRL3DAOOLBWHIDSFW56MJWQ,399.0,0.25,100.0,299.0
B09W5XR9RT,AHZWJCVEIEI76H2VGMUSN5D735IQ,1999.0,0.51,1029.0,970.0
B09W5XR9RT,AH2DFUHFTG4CKQFVGZSB4JHXSAWA,1999.0,0.51,1029.0,970.0
B09W5XR9RT,AGYTSAUTXMOPROERNJPXNEB2XWNQ,1999.0,0.51,1029.0,970.0
B09W5XR9RT,AF5JWNCDVWTXOFCICR6IYNOEQENQ,1999.0,0.51,1029.0,970.0
B09W5XR9RT,AEEFM3W6RGC2KDYG5B6N7VQXR4QA,1999.0,0.51,1029.0,970.0
B09W5XR9RT,AGRT55DXEGF2EOL63HOKKKBB2KFA,1999.0,0.51,1029.0,970.0
B09W5XR9RT,AF6R7AMFHIWTMNFF6WPGFDOF7Z5A,1999.0,0.51,1029.0,970.0
B09W5XR9RT,AEGXNM3XGAHJGUJ7MIFPE7QFMJHA,1999.0,0.51,1029.0,970.0
B077Z65HSD,AFA332YHUPB6I7KMME7SOFX5RKQQ,999.0,0.7,700.0,299.0
B077Z65HSD,AH3LHRL5P4YAVOQQCH72G2PJFXSA,999.0,0.7,700.0,299.0
B077Z65HSD,AGUUHLF34AIEIOE5KULXXVWKBCMA,999.0,0.7,700.0,299.0
B077Z65HSD,AHWY6IG3PXBBJMLVFMHHKM25BVCQ,999.0,0.7,700.0,299.0
B077Z65HSD,AEOKB3ECJUM6UQOBFKMEMQVVHL4A,999.0,0.7,700.0,299.0
B077Z65HSD,AEYA6LQE25O2P6C7XV62XM3YV2EQ,999.0,0.7,700.0,299.0
B077Z65HSD,AHMKSLALVS62JUHSHAI3FUXWDYYA,999.0,0.7,700.0,299.0
B077Z65HSD,AFZIZOK5KDBOB5QCHUQRR2ZWUYKA,999.0,0.7,700.0,299.0
B00NH11PEY,AGBX233C7B7D7YZEL7ZLFWMQKFDQ,750.0,0.73,551.0,199.0
B00NH11PEY,AFKSU4D3IE4KNDBVVBEA3AHDD2YQ,750.0,0.73,551.0,199.0
B00NH11PEY,AHJK4PVBRGDX4N5LYA4EKHULJOPQ,750.0,0.73,551.0,199.0
B00NH11PEY,AFW6NV5N3FUXV3CNUACPSYC5AB3Q,750.0,0.73,551.0,199.0
B00NH11PEY,AGOCMOZJWGI5VHFT2RZLTQFZLKPQ,750.0,0.73,551.0,199.0
B00NH11PEY,AGX3GCRGFU4IHAJZRUP655EEGSQA,750.0,0.73,551.0,199.0
B00NH11PEY,AEG5JOZOUBWEAZOGQQR6YDVPTL6A,750.0,0.73,551.0,199.0
B00NH11PEY,AGUQYXAUPX5VOWYZTIWXMUIGVGCQ,750.0,0.73,551.0,199.0
B09CMM3VGK,AGHYCMV7RJ5D76UEZDZJPPEUGU5Q,499.0,0.64,320.0,179.0
B09CMM3VGK,AGKG3U55NSBTQ4QBDCGLUGSEEICA,499.0,0.64,320.0,179.0
B09CMM3VGK,AEK7TJPOW2SWCHCQOA7OEGXDZPCA,499.0,0.64,320.0,179.0
B09CMM3VGK,AH4QNGP7K2SO6FBWTS4Y274VHV6A,499.0,0.64,320.0,179.0
B09CMM3VGK,AH6CX2UTCOW6LXS74QK3TCQOHRIQ,499.0,0.64,320.0,179.0
